GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME,JN9E001,JN9E002,JN9E003,JN9E004,JN9E005,JN9E006,JN9E007,JN9E008,JN9E009,JN9E010,JN9E011,JN9E012,JN9E013,JN9E014,JN9E015,JN9E016,JN9E017,JN9E018,JN9E019,JN9E020,JN9E021,JN9E022,JN9E023,JN9E024,JN9E025,JN9E026,JN9E027,JN9E028,JN9E029,JN9E030,JN9E031,JN9E032,JN9E033,JN9E034,JN9E035,JN9M001,JN9M002,JN9M003,JN9M004,JN9M005,JN9M006,JN9M007,JN9M008,JN9M009,JN9M010,JN9M011,JN9M012,JN9M013,JN9M014,JN9M015,JN9M016,JN9M017,JN9M018,JN9M019,JN9M020,JN9M021,JN9M022,JN9M023,JN9M024,JN9M025,JN9M026,JN9M027,JN9M028,JN9M029,JN9M030,JN9M031,JN9M032,JN9M033,JN9M034,JN9M035
G4201010029400,2006-2010,Pennsylvania,42,Philadelphia County,101,29400,Census Tract 294, Philadelphia County, Pennsylvania,1983,1114,3,13,93,76,32,158,60,39,440,56,48,67,11,18,0,0,869,11,27,88,43,11,61,44,39,409,37,69,30,0,0,0,0,296,210,9,20,65,77,51,134,68,47,182,54,50,70,18,26,109,109,189,18,47,79,43,16,57,37,43,154,38,59,51,109,109
G4201010029800,2006-2010,Pennsylvania,42,Philadelphia County,101,29800,Census Tract 298, Philadelphia County, Pennsylvania,2828,1330,10,0,35,57,50,59,98,21,561,106,85,108,99,41,0,0,1498,0,32,0,25,25,35,153,62,678,85,148,107,142,6,0,0,306,188,15,109,44,49,53,51,63,26,161,66,64,91,77,42,109,109,201,109,50,109,30,39,38,80,45,166,57,82,68,94,10
G4201010033300,2006-2010,Pennsylvania,42,Philadelphia County,101,33300,Census Tract 333, Philadelphia County, Pennsylvania,3282,1384,21,0,0,18,8,57,116,37,538,42,147,97,181,76,14,32,1898,9,26,0,168,41,51,47,62,879,115,75,70,199,140,7,9,468,191,22,109,109,21,13,49,77,42,156,44,62,87,94,44,22,37,332,15,41,109,72,32,43,40,46,210,66,55,45,94,133
G4201010033400,2006-2010,Pennsylvania,42,Philadelphia County,101,33400,Census Tract 334, Philadelphia County, Pennsylvania,3395,1509,13,0,0,0,33,23,27,86,685,18,227,59,285,53,0,0,1886,11,9,30,37,23,48,118,38,806,69,108,151,322,78,13,25,359,236,30,109,109,109,37,25,30,75,197,21,130,52,109,43,109,109,253,20,14,31,30,30,41,98,36,203,45,59,96,135,52
G4201010033500,2006-2010,Pennsylvania,42,Philadelphia County,101,33500,Census Tract 335, Philadelphia County, Pennsylvania,2427,1185,8,0,47,32,0,0,33,13,473,79,168,76,205,37,14,0,1242,19,9,24,63,9,71,52,40,488,18,158,91,155,11,9,25,214,159,13,109,60,35,109,109,31,21,153,50,75,50,116,42,23,109,146,21,14,27,41,15,59,37,35,133,20,81,66,74,16
G4201010033600,2006-2010,Pennsylvania,42,Philadelphia County,101,33600,Census Tract 336, Philadelphia County, Pennsylvania,4549,2062,11,0,0,93,49,32,43,77,722,181,322,220,288,11,13,0,2487,0,0,0,98,10,26,55,70,862,141,447,193,323,262,0,0,383,239,19,109,109,99,55,40,41,64,224,114,119,94,129,19,21,109,281,109,109,109,62,15,31,53,64,207,90,176,93,138,126
G4201010033800,2006-2010,Pennsylvania,42,Philadelphia County,101,33800,Census Tract 338, Philadelphia County, Pennsylvania,3986,1876,0,0,41,14,15,72,46,11,869,136,205,58,261,93,52,3,2110,9,0,44,69,28,182,55,0,807,133,136,172,279,178,15,3,327,216,109,109,48,23,20,59,43,19,233,75,128,42,108,64,40,8,212,20,109,46,49,33,115,47,109,161,95,73,111,92,92
G4201010033900,2006-2010,Pennsylvania,42,Philadelphia County,101,33900,Census Tract 339, Philadelphia County, Pennsylvania,2039,940,11,0,0,10,0,24,0,10,406,34,129,79,181,35,21,0,1099,11,0,10,32,9,11,0,14,428,74,130,48,214,97,10,11,170,128,17,109,109,16,109,27,109,16,111,34,76,52,70,33,22,109,122,17,109,17,52,14,18,109,24,112,48,74,37,69,54
G4201010034000,2006-2010,Pennsylvania,42,Philadelphia County,101,34000,Census Tract 340, Philadelphia County, Pennsylvania,2132,1054,0,0,15,23,0,12,9,38,426,65,80,100,243,27,16,0,1078,26,0,0,44,7,49,21,41,431,25,116,94,102,88,23,11,140,132,109,109,24,27,109,18,14,29,113,50,67,56,91,25,19,109,96,32,109,109,38,11,50,33,31,97,25,55,57,57,50
G4201010034100,2006-2010,Pennsylvania,42,Philadelphia County,101,34100,Census Tract 341, Philadelphia County, Pennsylvania,4261,1899,19,14,0,22,0,14,54,13,689,130,448,33,339,52,22,50,2362,0,0,31,0,36,103,99,64,738,136,394,303,284,119,20,35,312,268,29,23,109,26,109,22,44,21,197,84,230,33,103,45,24,44,202,109,109,37,109,35,64,72,51,129,67,154,128,113,72
G4201010034200,2006-2010,Pennsylvania,42,Philadelphia County,101,34200,Census Tract 342, Philadelphia County, Pennsylvania,2485,1033,0,0,0,8,11,19,10,74,282,103,107,56,224,73,50,16,1452,0,0,0,17,0,16,36,9,617,104,154,80,257,153,9,0,272,138,109,109,109,13,17,21,16,56,104,56,42,55,99,38,35,24,215,109,109,109,14,109,26,29,16,128,74,91,46,115,68
G4201010980200,2006-2010,Pennsylvania,42,Philadelphia County,101,980200,Census Tract 9802, Philadelphia County, Pennsylvania,360,103,0,0,0,0,0,0,0,0,32,14,0,14,21,22,0,0,257,0,0,12,0,0,0,0,11,80,9,0,0,47,59,35,4,112,56,109,109,109,109,109,109,109,109,29,23,109,21,27,27,109,109,110,109,109,18,109,109,109,109,18,45,14,109,109,35,62
G4201010034400,2006-2010,Pennsylvania,42,Philadelphia County,101,34400,Census Tract 344, Philadelphia County, Pennsylvania,5642,2642,15,0,24,0,38,73,52,42,768,153,380,213,476,201,102,105,3000,8,18,56,93,59,98,89,12,1097,118,334,200,484,296,15,23,350,267,23,109,28,109,43,57,43,39,173,73,155,100,169,91,120,79,224,15,29,52,77,63,66,62,20,217,67,126,102,137,111
G4201010034600,2006-2010,Pennsylvania,42,Philadelphia County,101,34600,Census Tract 346, Philadelphia County, Pennsylvania,1530,715,16,0,0,0,9,19,15,22,331,70,18,43,143,26,3,0,815,0,0,9,0,0,66,17,32,319,48,10,47,145,87,26,9,188,139,15,109,109,109,15,27,21,26,121,65,22,37,69,26,12,109,129,109,109,13,109,109,59,25,39,91,43,15,45,71,68
G4201010006400,2006-2010,Pennsylvania,42,Philadelphia County,101,6400,Census Tract 64, Philadelphia County, Pennsylvania,2419,1054,11,11,42,0,0,27,31,106,425,51,138,81,80,51,0,0,1365,81,0,11,30,110,96,118,25,602,46,90,30,98,28,0,0,319,242,17,17,64,109,109,43,36,73,144,58,108,67,64,51,109,109,218,53,109,17,46,96,76,126,29,150,54,60,45,64,44
G4201010006500,2006-2010,Pennsylvania,42,Philadelphia County,101,6500,Census Tract 65, Philadelphia County, Pennsylvania,3217,1262,0,0,0,25,43,78,128,0,646,50,134,107,41,10,0,0,1955,31,30,0,14,94,50,129,70,830,109,321,106,116,40,15,0,397,237,109,109,109,35,70,73,86,109,187,61,75,66,66,16,109,109,236,34,40,109,20,97,48,88,47,207,62,161,73,65,51
G4201010006600,2006-2010,Pennsylvania,42,Philadelphia County,101,6600,Census Tract 66, Philadelphia County, Pennsylvania,2591,1152,0,0,54,0,123,45,35,89,565,34,67,130,0,0,10,0,1439,19,27,59,66,104,93,116,50,557,47,102,166,33,0,0,0,422,352,109,109,69,109,161,47,39,66,234,41,52,81,109,109,17,109,236,21,32,73,28,91,119,68,30,154,63,74,76,37,109
G4201010006700,2006-2010,Pennsylvania,42,Philadelphia County,101,6700,Census Tract 67, Philadelphia County, Pennsylvania,3574,1472,27,8,42,0,48,90,81,118,535,31,136,158,179,19,0,0,2102,108,54,27,49,39,182,64,42,821,151,215,208,101,29,12,0,491,322,41,15,49,109,75,73,85,94,211,50,98,125,101,32,109,109,293,100,47,45,70,62,134,79,41,255,97,131,119,76,33
G4201010006900,2006-2010,Pennsylvania,42,Philadelphia County,101,6900,Census Tract 69, Philadelphia County, Pennsylvania,1384,443,0,0,15,0,38,18,23,0,225,34,32,2,56,0,0,0,941,0,0,0,0,0,67,175,14,448,84,104,35,14,0,0,0,171,174,109,109,25,109,61,21,36,109,123,40,29,10,63,109,109,109,139,109,109,109,109,109,51,82,23,118,57,84,36,16,109
G4201010007000,2006-2010,Pennsylvania,42,Philadelphia County,101,7000,Census Tract 70, Philadelphia County, Pennsylvania,3168,1243,29,0,0,0,12,34,108,161,545,70,106,28,78,61,0,11,1925,56,0,44,10,27,87,247,93,746,136,201,114,44,82,0,38,410,253,33,109,109,109,18,53,79,111,177,73,96,37,76,69,109,18,268,41,109,68,17,35,61,119,86,194,82,100,73,34,99
G4201010007200,2006-2010,Pennsylvania,42,Philadelphia County,101,7200,Census Tract 72, Philadelphia County, Pennsylvania,2854,1093,0,0,0,0,16,64,97,26,541,63,64,104,118,0,0,0,1761,34,24,48,29,0,81,43,96,800,36,249,119,202,0,0,0,324,203,109,109,109,109,23,52,84,29,146,59,54,74,94,109,109,109,231,40,37,53,34,109,64,32,58,182,34,88,66,93,109
G4201010007300,2006-2010,Pennsylvania,42,Philadelphia County,101,7300,Census Tract 73, Philadelphia County, Pennsylvania,1874,825,12,0,0,0,0,109,78,119,328,0,96,0,50,33,0,0,1049,24,0,0,27,54,62,66,43,285,41,129,158,65,95,0,0,279,219,19,109,109,109,109,109,87,100,154,109,77,109,60,45,109,109,223,33,109,109,43,44,63,49,38,92,40,79,102,60,61
G4201010007400,2006-2010,Pennsylvania,42,Philadelphia County,101,7400,Census Tract 74, Philadelphia County, Pennsylvania,2646,1040,0,14,0,0,35,66,94,0,548,57,46,17,133,30,0,0,1606,0,0,11,36,0,139,129,67,659,113,176,110,52,59,33,22,317,189,109,24,109,109,45,56,64,109,140,57,44,21,90,34,109,109,209,109,109,17,34,109,84,87,51,163,65,92,73,49,45
G4201010007700,2006-2010,Pennsylvania,42,Philadelphia County,101,7700,Census Tract 77, Philadelphia County, Pennsylvania,848,538,0,0,0,0,0,28,0,55,146,0,73,29,89,29,0,89,310,4,10,0,27,0,0,0,11,69,16,30,19,13,74,12,25,289,204,109,109,109,109,109,44,109,37,106,109,85,34,71,28,109,47,122,10,17,109,34,109,109,109,17,81,23,45,28,23,47
G4201010007800,2006-2010,Pennsylvania,42,Philadelphia County,101,7800,Census Tract 78, Philadelphia County, Pennsylvania,2640,1443,15,0,0,8,9,81,90,14,107,14,197,44,549,242,17,56,1197,0,0,0,26,0,19,70,0,106,55,113,15,376,296,72,49,379,265,24,109,109,14,14,78,93,23,78,24,132,40,205,87,27,41,247,109,109,109,42,109,31,77,109,59,46,66,24,147,132
G4201010011500,2006-2010,Pennsylvania,42,Philadelphia County,101,11500,Census Tract 115, Philadelphia County, Pennsylvania,2702,1027,0,0,0,7,11,37,52,84,363,64,291,26,32,47,13,0,1675,11,0,24,36,19,21,86,102,246,242,253,337,173,125,0,0,250,190,109,109,109,15,17,43,44,132,111,52,140,35,35,41,21,109,207,20,109,34,46,28,31,97,91,109,199,117,145,78,88
G4201010011700,2006-2010,Pennsylvania,42,Philadelphia County,101,11700,Census Tract 117, Philadelphia County, Pennsylvania,896,428,0,0,0,0,19,0,0,18,125,60,19,0,28,84,13,62,468,0,0,0,0,9,0,39,0,79,39,81,14,113,53,26,15,180,144,109,109,109,109,24,109,109,28,96,45,29,109,31,36,16,70,73,109,109,109,109,16,109,23,109,42,45,67,24,39,34
G4201010011800,2006-2010,Pennsylvania,42,Philadelphia County,101,11800,Census Tract 118, Philadelphia County, Pennsylvania,4374,1677,0,0,21,0,0,42,52,147,627,228,374,38,85,63,0,0,2697,0,0,21,0,39,57,78,151,690,339,403,361,451,55,52,0,474,279,109,109,32,109,109,39,60,111,168,160,203,47,75,64,109,109,341,109,109,32,109,45,63,71,102,198,164,129,190,192,43
G4201010011900,2006-2010,Pennsylvania,42,Philadelphia County,101,11900,Census Tract 119, Philadelphia County, Pennsylvania,3533,1618,15,0,41,30,0,64,23,11,547,184,379,94,192,38,0,0,1915,0,0,0,0,14,31,47,38,519,214,419,197,282,144,0,10,396,307,24,109,55,45,109,62,25,18,176,111,193,66,104,41,109,109,283,109,109,109,109,23,29,36,35,175,130,190,97,151,78
G4201010012000,2006-2010,Pennsylvania,42,Philadelphia County,101,12000,Census Tract 120, Philadelphia County, Pennsylvania,1079,468,0,0,0,0,9,6,0,0,155,10,28,62,90,90,10,8,611,0,0,0,0,0,0,27,0,90,29,95,52,120,182,0,16,155,122,109,109,109,109,25,10,109,109,118,15,35,74,53,43,16,13,121,109,109,109,109,109,109,25,109,55,30,67,53,67,100
G4201010012100,2006-2010,Pennsylvania,42,Philadelphia County,101,12100,Census Tract 121, Philadelphia County, Pennsylvania,2219,683,0,0,0,46,8,8,18,0,262,0,111,39,100,91,0,0,1536,0,30,9,54,0,8,52,10,369,142,146,158,332,210,16,0,235,151,109,109,109,44,14,14,21,109,95,109,53,39,77,69,109,109,216,109,31,15,58,109,14,55,16,153,72,51,109,141,118
G4201010012500,2006-2010,Pennsylvania,42,Philadelphia County,101,12500,Census Tract 125, Philadelphia County, Pennsylvania,2859,1234,14,0,0,36,0,0,0,0,25,57,78,7,440,257,196,124,1625,12,0,0,52,0,0,13,29,205,26,140,59,581,243,211,54,342,255,24,109,109,58,109,109,109,109,29,53,77,13,179,121,92,100,227,19,109,109,49,109,109,21,35,94,30,74,43,209,92
G4201010013100,2006-2010,Pennsylvania,42,Philadelphia County,101,13100,Census Tract 131, Philadelphia County, Pennsylvania,943,270,0,0,37,0,0,0,36,0,96,0,30,0,24,14,33,0,673,17,0,0,0,0,60,129,12,191,70,14,72,94,0,14,0,234,109,109,109,52,109,109,109,42,109,85,109,35,109,26,17,55,109,196,26,109,109,109,109,70,74,20,140,83,25,95,73,109
G4201010013200,2006-2010,Pennsylvania,42,Philadelphia County,101,13200,Census Tract 132, Philadelphia County, Pennsylvania,1870,777,16,12,61,22,55,56,63,64,229,9,156,0,26,0,8,0,1093,17,15,13,9,37,101,44,48,402,139,70,100,81,17,0,0,330,315,18,16,64,29,48,56,74,89,129,15,128,109,26,109,13,109,274,27,26,18,14,35,57,21,43,133,94,59,88,64,21
G4201010013300,2006-2010,Pennsylvania,42,Philadelphia County,101,13300,Census Tract 133, Philadelphia County, Pennsylvania,1820,728,0,0,10,0,18,36,11,49,184,0,53,50,245,37,35,0,1092,8,18,28,0,29,0,43,43,203,55,137,82,257,125,52,12,301,156,109,109,15,109,28,42,18,78,116,109,38,63,115,27,29,109,260,14,30,26,109,33,109,54,47,90,58,82,68,110,69
G4201010013500,2006-2010,Pennsylvania,42,Philadelphia County,101,13500,Census Tract 135, Philadelphia County, Pennsylvania,2287,1132,10,22,0,0,9,28,52,0,360,49,92,83,239,147,25,16,1155,14,18,17,13,0,8,22,50,389,59,94,56,200,145,0,70,221,141,16,33,109,109,15,31,43,109,131,60,77,58,93,76,25,18,150,21,29,29,20,109,13,27,38,114,48,69,38,66,52
G4201010013700,2006-2010,Pennsylvania,42,Philadelphia County,101,13700,Census Tract 137, Philadelphia County, Pennsylvania,2782,1175,0,0,32,34,26,92,27,11,474,89,148,27,100,40,62,13,1607,40,0,0,23,12,135,150,0,720,25,236,58,140,43,15,10,354,223,109,109,39,40,42,82,32,18,181,75,91,46,76,39,69,21,276,44,109,109,27,21,94,115,109,229,41,159,59,94,54
G4201010017000,2006-2010,Pennsylvania,42,Philadelphia County,101,17000,Census Tract 170, Philadelphia County, Pennsylvania,1727,646,0,0,0,67,70,121,25,5,152,19,81,59,31,16,0,0,1081,0,0,0,14,24,45,105,70,427,73,182,50,71,9,11,0,354,186,109,109,109,60,72,130,42,10,98,29,51,42,28,27,109,109,254,109,109,109,17,34,35,103,67,188,56,92,43,54,15
G4201010017100,2006-2010,Pennsylvania,42,Philadelphia County,101,17100,Census Tract 171, Philadelphia County, Pennsylvania,2952,1124,19,0,0,48,9,8,80,8,607,131,155,11,48,0,0,0,1828,16,5,49,32,26,224,257,155,613,130,181,15,77,0,37,11,324,264,32,109,109,41,17,13,57,12,201,94,147,16,54,109,109,109,220,26,10,60,31,25,129,139,90,147,108,80,17,60,109
G4201010017300,2006-2010,Pennsylvania,42,Philadelphia County,101,17300,Census Tract 173, Philadelphia County, Pennsylvania,2154,863,36,12,0,36,37,46,143,26,312,36,66,53,60,0,0,0,1291,0,0,22,9,28,10,108,26,696,80,171,90,32,0,19,0,292,202,41,20,109,30,42,39,90,42,110,38,39,44,86,109,109,109,213,109,109,34,15,36,16,56,31,148,57,136,59,35,109
G4201010017400,2006-2010,Pennsylvania,42,Philadelphia County,101,17400,Census Tract 174, Philadelphia County, Pennsylvania,1234,552,22,0,11,0,0,64,90,26,275,18,21,0,25,0,0,0,682,0,18,0,58,21,94,37,23,263,0,54,33,81,0,0,0,236,176,38,109,17,109,109,71,62,38,102,26,24,109,28,109,109,109,140,109,27,109,53,25,67,32,30,86,109,45,31,70,109
G4201010017500,2006-2010,Pennsylvania,42,Philadelphia County,101,17500,Census Tract 175, Philadelphia County, Pennsylvania,3934,1381,43,103,125,107,21,62,144,12,502,0,75,96,43,0,0,48,2553,72,45,118,173,131,222,142,11,1063,183,270,53,70,0,0,0,554,416,56,75,95,88,35,70,112,20,182,109,80,127,70,109,109,76,357,38,48,83,123,103,137,73,17,300,118,159,69,87,109
G4201010017800,2006-2010,Pennsylvania,42,Philadelphia County,101,17800,Census Tract 178, Philadelphia County, Pennsylvania,3609,1843,50,50,104,178,137,166,95,44,795,39,119,0,53,13,0,0,1766,45,59,51,217,172,97,128,90,663,0,93,74,15,50,0,12,499,403,37,82,96,112,120,119,78,39,268,63,94,109,54,20,109,109,224,51,63,54,120,97,69,89,64,196,109,76,73,22,58
G4201010017900,2006-2010,Pennsylvania,42,Philadelphia County,101,17900,Census Tract 179, Philadelphia County, Pennsylvania,2938,1291,9,23,14,110,29,102,85,118,564,39,120,53,9,0,0,16,1647,13,0,73,82,47,186,141,21,550,80,143,77,203,8,23,0,363,252,17,37,26,110,50,73,91,70,159,47,82,58,16,109,109,25,244,20,109,74,108,38,124,110,34,154,89,114,76,126,13
G4201010018300,2006-2010,Pennsylvania,42,Philadelphia County,101,18300,Census Tract 183, Philadelphia County, Pennsylvania,2945,1376,0,0,0,30,15,83,102,31,584,175,62,115,145,34,0,0,1569,33,14,0,39,99,49,96,23,690,53,166,83,186,38,0,0,208,161,109,109,109,31,26,71,96,29,127,87,35,80,87,39,109,109,146,49,22,109,40,56,31,55,25,169,37,76,53,87,38
G4201010018400,2006-2010,Pennsylvania,42,Philadelphia County,101,18400,Census Tract 184, Philadelphia County, Pennsylvania,1429,702,0,0,0,27,43,0,37,34,239,29,134,9,135,15,0,0,727,6,0,0,25,7,17,23,20,328,9,37,48,114,54,39,0,131,117,109,109,109,27,50,109,49,34,84,35,87,14,85,20,109,109,80,11,109,109,22,11,20,26,25,88,15,43,34,77,41
G4201010018800,2006-2010,Pennsylvania,42,Philadelphia County,101,18800,Census Tract 188, Philadelphia County, Pennsylvania,4504,2380,56,28,23,41,277,271,133,10,1079,77,100,144,87,54,0,0,2124,27,61,82,318,42,224,198,26,743,137,154,13,66,33,0,0,644,480,66,47,27,53,162,156,117,18,386,64,85,155,48,70,109,109,367,29,59,91,206,54,142,103,33,263,90,104,21,44,54
G4201010021700,2006-2010,Pennsylvania,42,Philadelphia County,101,21700,Census Tract 217, Philadelphia County, Pennsylvania,4216,1974,0,0,36,37,29,33,77,45,615,175,190,171,315,137,77,37,2242,19,0,11,45,0,47,19,28,674,164,272,170,522,155,106,10,305,219,109,109,32,43,34,40,78,43,170,91,98,98,117,70,50,40,206,29,109,18,41,109,40,33,33,155,82,101,98,155,108
G4201010021800,2006-2010,Pennsylvania,42,Philadelphia County,101,21800,Census Tract 218, Philadelphia County, Pennsylvania,2765,1263,10,0,0,11,15,0,12,0,144,128,188,62,263,227,142,61,1502,0,0,13,14,15,11,24,59,280,49,182,57,435,225,100,38,384,230,17,109,109,18,25,109,19,109,75,84,131,50,109,110,116,81,276,109,109,23,22,25,19,39,46,99,53,120,46,166,107
G4201010021900,2006-2010,Pennsylvania,42,Philadelphia County,101,21900,Census Tract 219, Philadelphia County, Pennsylvania,1126,559,0,0,0,0,0,30,6,0,131,13,101,88,77,92,10,11,567,22,0,0,0,8,0,6,0,145,9,89,62,70,125,31,0,136,108,109,109,109,109,109,45,10,109,52,22,85,53,48,48,19,16,109,38,109,109,109,14,109,10,109,63,14,49,44,47,52
G4201010022000,2006-2010,Pennsylvania,42,Philadelphia County,101,22000,Census Tract 220, Philadelphia County, Pennsylvania,1121,502,0,0,0,10,0,17,0,0,140,15,56,19,118,50,56,21,619,10,0,0,0,0,6,0,0,81,8,65,20,101,245,33,50,197,135,109,109,109,16,109,29,109,109,85,18,34,31,61,37,46,23,105,17,109,109,109,109,11,109,109,47,13,38,20,46,76
G4201010980100,2006-2010,Pennsylvania,42,Philadelphia County,101,980100,Census Tract 9801, Philadelphia County, Pennsylvania,48,31,0,0,0,0,0,0,0,0,11,11,0,0,0,9,0,0,17,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,27,16,109,109,109,109,109,109,109,109,16,16,109,109,109,14,109,109,19,109,109,109,13,109,109,109,109,109,109,109,109,109,109
G4201010023100,2006-2010,Pennsylvania,42,Philadelphia County,101,23100,Census Tract 231, Philadelphia County, Pennsylvania,804,327,0,0,0,0,0,0,0,10,1,0,9,0,96,91,66,54,477,0,0,0,0,0,0,0,6,31,0,17,0,207,97,84,35,104,68,109,109,109,109,109,109,109,16,11,109,14,109,57,46,42,41,63,109,109,109,109,109,109,109,14,34,109,29,109,64,51
G4201010023500,2006-2010,Pennsylvania,42,Philadelphia County,101,23500,Census Tract 235, Philadelphia County, Pennsylvania,816,351,0,0,0,0,0,14,0,0,55,33,41,8,114,61,16,9,465,0,0,0,0,0,0,0,0,55,38,94,0,75,138,57,8,119,91,109,109,109,109,109,21,109,109,42,36,37,12,67,61,20,16,99,109,109,109,109,109,109,109,109,46,35,71,109,47,58
G4201010023600,2006-2010,Pennsylvania,42,Philadelphia County,101,23600,Census Tract 236, Philadelphia County, Pennsylvania,2317,1032,0,0,0,0,9,27,31,0,187,44,156,14,193,98,218,55,1285,0,0,0,51,0,29,41,26,259,20,8,47,212,310,163,119,278,199,109,109,109,109,15,32,30,109,83,37,123,24,80,57,81,36,169,109,109,109,32,109,26,36,23,100,22,13,43,84,97
G4201010023700,2006-2010,Pennsylvania,42,Philadelphia County,101,23700,Census Tract 237, Philadelphia County, Pennsylvania,3195,1497,0,0,34,23,39,68,96,116,358,21,135,0,319,198,74,16,1698,0,0,0,0,15,50,91,39,177,77,156,54,448,513,40,38,424,296,109,109,39,37,43,66,87,66,162,34,85,109,158,99,60,30,272,109,109,109,109,24,60,91,44,90,61,107,55,160,160
G4201010023800,2006-2010,Pennsylvania,42,Philadelphia County,101,23800,Census Tract 238, Philadelphia County, Pennsylvania,3424,1326,22,0,71,5,17,134,16,40,384,75,137,37,176,60,123,29,2098,22,0,0,0,90,0,43,38,520,73,233,178,617,203,30,51,447,310,35,109,57,9,28,136,28,55,173,74,74,62,96,53,93,31,318,35,109,109,109,64,109,40,41,186,58,110,122,196,87
G4201010023900,2006-2010,Pennsylvania,42,Philadelphia County,101,23900,Census Tract 239, Philadelphia County, Pennsylvania,1162,495,0,0,0,28,0,7,5,0,71,21,105,50,138,37,0,33,667,0,0,23,6,27,33,13,13,163,0,200,0,77,64,22,26,213,143,109,109,109,33,109,12,11,109,69,26,100,53,86,29,109,46,153,109,109,37,10,32,30,16,15,82,109,108,109,48,42
G4201010024000,2006-2010,Pennsylvania,42,Philadelphia County,101,24000,Census Tract 240, Philadelphia County, Pennsylvania,2505,1279,0,0,0,0,32,40,26,122,270,34,227,210,139,95,23,61,1226,0,0,0,27,26,47,66,40,170,73,170,82,214,181,33,97,369,308,109,109,109,109,39,61,41,102,134,41,102,125,91,48,28,50,203,109,109,109,42,29,42,66,65,85,65,98,84,138,77
G4201010025700,2006-2010,Pennsylvania,42,Philadelphia County,101,25700,Census Tract 257, Philadelphia County, Pennsylvania,2400,1220,0,0,4,60,0,0,31,30,156,72,67,47,470,178,85,20,1180,0,0,0,0,0,0,0,0,129,59,118,107,268,297,100,102,214,163,109,109,9,82,109,109,41,45,86,64,53,42,160,89,56,29,182,109,109,109,109,109,109,109,109,66,57,91,99,105,93
G4201010025800,2006-2010,Pennsylvania,42,Philadelphia County,101,25800,Census Tract 258, Philadelphia County, Pennsylvania,1298,568,0,0,0,0,10,7,18,0,246,48,39,47,120,33,0,0,730,0,0,0,7,0,3,31,0,254,43,163,81,94,54,0,0,165,152,109,109,109,109,17,12,21,109,125,47,31,44,92,31,109,109,119,109,109,109,11,109,6,43,109,91,32,113,81,68,43
G4201010025900,2006-2010,Pennsylvania,42,Philadelphia County,101,25900,Census Tract 259, Philadelphia County, Pennsylvania,3034,1308,13,0,0,0,0,11,73,0,652,91,237,71,109,51,0,0,1726,12,0,52,19,25,14,60,33,624,151,221,210,212,93,0,0,358,252,21,109,109,109,109,18,63,109,192,67,115,58,102,79,109,109,212,19,109,64,30,28,23,52,54,151,80,104,117,105,77
G4201010026000,2006-2010,Pennsylvania,42,Philadelphia County,101,26000,Census Tract 260, Philadelphia County, Pennsylvania,2005,868,15,0,0,25,8,75,36,18,259,90,129,38,91,45,39,0,1137,0,0,0,0,28,19,49,0,486,75,162,44,124,120,30,0,251,154,25,109,109,28,14,64,36,27,96,77,91,34,74,38,42,109,164,109,109,109,109,29,30,52,109,128,48,98,52,76,73
G4201010026100,2006-2010,Pennsylvania,42,Philadelphia County,101,26100,Census Tract 261, Philadelphia County, Pennsylvania,2243,877,0,0,0,11,58,55,0,11,326,32,149,46,148,32,9,0,1366,0,0,0,15,0,38,49,26,357,74,245,86,254,174,35,13,188,162,109,109,109,17,89,66,109,19,105,32,76,49,78,35,16,109,166,109,109,109,24,109,41,41,43,119,61,110,74,92,73
G4201010026200,2006-2010,Pennsylvania,42,Philadelphia County,101,26200,Census Tract 262, Philadelphia County, Pennsylvania,3029,1174,29,0,10,30,14,0,75,33,472,60,199,71,102,71,0,8,1855,13,0,0,36,0,8,67,12,812,74,320,112,196,118,78,9,285,197,33,109,15,33,23,109,66,26,128,50,104,60,67,48,109,13,182,20,109,109,43,109,13,73,19,186,46,122,65,89,63
G4201010034801,2006-2010,Pennsylvania,42,Philadelphia County,101,34801,Census Tract 348.01, Philadelphia County, Pennsylvania,3072,1557,0,0,0,24,72,82,64,63,523,145,138,171,232,43,0,0,1515,0,0,14,31,35,80,72,38,807,144,65,84,106,39,0,0,215,155,109,109,109,28,49,54,41,44,129,66,86,96,132,49,109,109,178,109,109,16,30,53,40,86,24,106,60,44,54,55,33
G4201010026302,2006-2010,Pennsylvania,42,Philadelphia County,101,26302,Census Tract 263.02, Philadelphia County, Pennsylvania,3284,1400,0,17,0,0,14,11,39,28,786,77,199,27,107,49,46,0,1884,0,25,0,0,39,49,88,64,757,60,220,187,135,193,29,38,405,248,109,34,109,109,24,17,61,36,189,73,132,45,78,58,68,109,268,109,40,109,109,62,47,78,54,243,59,128,105,96,101
G4201010026400,2006-2010,Pennsylvania,42,Philadelphia County,101,26400,Census Tract 264, Philadelphia County, Pennsylvania,3741,1530,0,13,24,0,0,76,92,24,568,40,350,98,172,48,0,25,2211,0,0,49,0,28,39,44,84,1081,81,346,174,149,78,0,58,392,279,109,21,30,109,109,84,68,28,189,65,177,118,116,46,109,30,268,109,109,61,109,45,49,41,58,248,81,176,82,85,53
